DB Version,Assembly Accession,Chromosome/Plasmid Name,Chromosome/Plasmid Xref,PGD Gene ID,Locus Tag,Feature Type,Start,End,Strand,Gene Name,Gene synonyns,Product Name,Product Name Confidence Class,Product Synonyms,RefSeq Accession,Length (nucleotides),Length (amino acids),Molecular Weight (predicted),Isoelectric Point (predicted),Subcellular Localization [Confidence Class]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825464,PP_2058,CDS,2342149,2343402,+,,,porin,,,NP_744208.1 ; NP_744208.1,1254,417,45.1,5.80,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825466,PP_2059,CDS,2343455,2343703,-,,,hypothetical protein,,,NP_744209.1 ; NP_744209.1,249,82,8.7,5.36,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825468,PP_2060,CDS,2343850,2344305,-,soxR,,DNA-binding transcriptional regulator,,,NP_744210.1 ; NP_744210.1,456,151,16.6,9.38,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825470,PP_2061,CDS,2344437,2344649,-,,,hypothetical protein,,,NP_744211.1 ; NP_744211.1,213,70,7.8,5.57,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825472,PP_2062,CDS,2344724,2345347,-,,,hypothetical protein,,,NP_744212.1 ; NP_744212.1,624,207,22.6,10.35,Extracellular [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825474,PP_5501,CDS,2345613,2346566,-,,,hypothetical protein,,,YP_009236977.1 ; YP_009236977.1,954,317,35112.3,9.45,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825476,PP_2064,CDS,2346700,2347797,+,,,multidrug RND transporter membrane fusion protein,,,NP_744214.1 ; NP_744214.1,1098,365,38.4,9.00,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825478,PP_2065,CDS,2347794,2350877,+,,,multidrug RND transporter,,,NP_744215.1 ; NP_744215.1,3084,1027,110.2,5.35,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825480,PP_2066,CDS,2350931,2351695,-,,,GntR family transcriptional regulator,,,NP_744216.1 ; NP_744216.1,765,254,28.1,8.11,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825482,PP_2067,CDS,2351750,2353264,-,,,EmrB/QacA family drug resistance transporter,,,NP_744217.2 ; WP_049586675.1,1515,504,54.1,7.90,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825484,PP_2068,CDS,2353254,2354531,-,,,multidrug MFS transporter membrane fusion protein,,,NP_744218.1 ; NP_744218.1,1278,425,46.1,10.08,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825486,PP_2069,CDS,2354589,2356010,-,,,multidrug MFS transporter outer membrane protein,,,NP_744219.1 ; NP_744219.1,1422,473,51.5,8.77,Outer Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825488,PP_2070,CDS,2356111,2356821,-,,,AraC family transcriptional regulator,,,NP_744220.1 ; NP_744220.1,711,236,26.1,8.60,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825490,PP_2071,CDS,2356991,2357377,-,,,hypothetical protein,,,NP_744221.1 ; NP_744221.1,387,128,14.4,5.39,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825492,PP_2072,CDS,2357486,2358310,-,,,AraC family transcriptional regulator,,,NP_744222.1 ; NP_744222.1,825,274,30.9,9.29,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825494,PP_2073,CDS,2358330,2358845,-,,,acetyltransferase,,,NP_744223.1 ; NP_744223.1,516,171,19.4,6.06,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825496,PP_2074,CDS,2359043,2359966,+,,,LysR family transcriptional regulator,,,NP_744224.1 ; NP_744224.1,924,307,34.0,6.53,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825498,PP_2075,CDS,2360023,2361156,-,,,membrane protein,,,NP_744225.1 ; NP_744225.1,1134,377,42.6,10.00,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825500,PP_2076,CDS,2361153,2363876,-,,,hypothetical protein,,,NP_744226.1 ; NP_744226.1,2724,907,101.4,7.02,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825502,PP_2077,CDS,2364209,2365441,-,lysA-I,,diaminopimelate decarboxylase,,,NP_744227.1 ; NP_744227.1,1233,410,44.9,5.70,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825504,PP_2078,CDS,2365565,2366470,+,lysR,,transcriptional regulator LysR,,,NP_744228.1 ; NP_744228.1,906,301,33.3,6.52,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825506,PP_2079,CDS,2366554,2367012,-,,,hypothetical protein,,,NP_744229.1 ; NP_744229.1,459,152,16.7,3.82,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825508,PP_2080,CDS,2367183,2372048,+,gdhB,,NAD-specific glutamate dehydrogenase,,,NP_744230.2 ; WP_049586685.1,4866,1621,182.5,5.63,Unknown (This protein may have multiple localization sites) [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825510,PP_2081,CDS,2372160,2372978,-,,,phosphoenolpyruvate synthase regulatory protein,,,NP_744231.1 ; NP_744231.1,819,272,30.8,6.19,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825512,PP_2082,CDS,2373170,2375545,+,ppsA,,phosphoenolpyruvate synthetase,,,NP_744232.1 ; NP_744232.1,2376,791,86.0,5.02,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825514,PP_2083,CDS,2375647,2376639,+,,,lipase,,,NP_744233.1 ; NP_744233.1,993,330,36.1,8.49,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825516,PP_2084,CDS,2376844,2377335,+,,,ribonuclease activity regulator,,,NP_744234.1 ; NP_744234.1,492,163,17.6,4.91,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825518,PP_2085,CDS,2377360,2378358,+,cmaX,,protein CmaX,,,NP_744235.1 ; NP_744235.1,999,332,38.1,4.82,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825520,PP_2086,CDS,2378446,2378718,+,,,CrfX family protein,,,NP_744236.1 ; NP_744236.1,273,90,9.7,7.98,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825522,PP_2087,CDS,2378721,2379545,+,cmpX,,protein CmpX,,,NP_744237.1 ; NP_744237.1,825,274,29.1,5.77,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825524,PP_2088,CDS,2379635,2380225,+,,,RNA polymerase sigma factor SigX,,,NP_744238.1 ; NP_744238.1,591,196,23.3,6.55,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825526,PP_2089,CDS,2380337,2381371,+,oprF,,porin F,,,NP_744239.1 ; NP_744239.1,1035,344,37.0,4.72,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825528,PP_2090,CDS,2381458,2382198,-,cobA,,uroporphyrinogen-III C-methyltransferase,,,NP_744240.1 ; NP_744240.1,741,246,25.8,8.64,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825530,PP_2091,CDS,2382226,2383896,-,,,serine/threonine-protein kinase,,,NP_744241.1 ; NP_744241.1,1671,556,62.1,6.02,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825532,PP_2092,CDS,2383906,2385141,-,nasA,,nitrate transporter,,,NP_744242.1 ; NP_744242.1,1236,411,43.2,10.16,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825534,PP_2093,CDS,2385302,2385877,-,,,two-component system response regulator NasT,,,NP_744243.1 ; NP_744243.1,576,191,21.5,5.05,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825536,PP_2094,CDS,2385889,2387103,-,,,nitrate-binding protein NasS,,,NP_744244.1 ; NP_744244.1,1215,404,43.8,6.30,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825538,PP_2095,CDS,2387241,2388263,+,pyrD,,dihydroorotate dehydrogenase,,,NP_744245.1 ; NP_744245.1,1023,340,35.5,7.76,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825540,PP_5502,CDS,2388407,2388622,-,rmf,,ribosome modulation factor,,,YP_009236978.1 ; WP_003248687.1,216,71,8.2,10.54,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825542,PP_mr31,ncRNA,2388638,2388767,-,,,,,,,130,,,,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825544,PP_2096,CDS,2389140,2391377,+,rlmKL,,23S rRNA (guanine(2445)-N(2))/(guanine(2069)-N(7))- methyltransferase,,,NP_744246.3 ; NP_744246.3,2238,745,83937.8,8.86,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825546,PP_2097,CDS,2391472,2393874,+,,,sensory box protein,,,NP_744247.1 ; NP_744247.1,2403,800,88.2,6.09,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825548,PP_2098,CDS,2393980,2395392,-,dacB,,D-alanyl-D-alanine carboxypeptidase,,,NP_744248.1 ; NP_744248.1,1413,470,50.8,9.87,Periplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825550,PP_2099,CDS,2395635,2395979,-,,,hypothetical protein,,,NP_744249.1 ; NP_744249.1,345,114,12.9,4.51,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825552,PP_2100,CDS,2396021,2399656,-,,,two-component system sensor protein,,,NP_744250.1 ; NP_744250.1,3636,1211,133.2,7.47,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825554,PP_2101,CDS,2399659,2400282,-,evgA,,two-component system response regulator,,,NP_744251.1 ; NP_744251.1,624,207,23.2,8.68,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825556,PP_2102,CDS,2400557,2401888,-,dgt,,deoxyguanosinetriphosphate triphosphohydrolase-like protein,,,NP_744252.1 ; NP_744252.1,1332,443,49.9,6.36,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825558,PP_2103,CDS,2402037,2402366,-,,,hypothetical protein,,,NP_744253.1 ; NP_744253.1,330,109,12.3,11.90,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825560,PP_2104,CDS,2402363,2402737,-,,,membrane protein,,,NP_744254.1 ; NP_744254.1,375,124,13.3,5.59,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825562,PP_2105,CDS,2402747,2403061,-,,,hypothetical protein,,,NP_744255.1 ; NP_744255.1,315,104,11.4,5.11,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825564,PP_2106,CDS,2403374,2404582,+,,,ammonium transporter,,,NP_744256.1 ; NP_744256.1,1209,402,42.3,7.78,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825566,PP_2107,CDS,2404656,2404895,+,,,hypothetical protein,,,NP_744257.1 ; NP_744257.1,240,79,8.8,4.27,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825568,PP_2108,CDS,2405004,2405435,+,,,hypothetical protein,,,NP_744258.1 ; NP_744258.1,432,143,15.8,7.98,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825570,PP_2109,CDS,2405501,2405809,+,,,hypothetical protein,,,NP_744259.1 ; NP_744259.1,309,102,11.6,5.60,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825572,PP_2110,CDS,2405840,2406745,+,,,ribosomal large subunit pseudouridine synthase,,,YP_009236979.1 ; YP_009236979.1,906,301,34680.4,8.78,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825574,PP_2111,CDS,2406999,2408564,-,,,aerotaxis receptor,,,NP_744260.1 ; NP_744260.1,1566,521,57.1,5.75,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825576,PP_2112,CDS,2408706,2411447,-,acnA-I,,aconitate hydratase,,,NP_744261.1 ; NP_744261.1,2742,913,99.1,5.56,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825578,PP_2113,CDS,2411672,2412736,+,rlmM,,23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM,,,NP_744262.1 ; NP_744262.1,1065,354,40.1,8.59,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825580,PP_2114,CDS,2413157,2414458,+,,,transposase,,,NP_744263.1 ; NP_744263.1,1302,433,48.5,8.16,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825582,PP_2115,CDS,2414803,2415000,+,,,hypothetical protein,,,NP_744264.1 ; NP_744264.1,198,65,7.5,10.61,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825584,PP_2116,CDS,2415022,2415264,+,tusA-II,,sulfurtransferase,,,NP_744265.1 ; NP_744265.1,243,80,9.0,5.82,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825586,PP_2117,CDS,2415325,2416467,+,pdxB,,erythronate-4-phosphate dehydrogenase,,,NP_744266.1 ; NP_744266.1,1143,380,41.6,5.25,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825588,PP_2118,CDS,2416582,2416779,-,,,hypothetical protein,,,NP_744267.1 ; NP_744267.1,198,65,7.3,9.61,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825590,PP_2119,CDS,2416966,2418729,+,,,ABC transporter permease/ATP-binding protein,,,NP_744268.1 ; NP_744268.1,1764,587,63.7,9.42,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825592,PP_2120,CDS,2418850,2420517,+,ctpH,,methyl-accepting chemotaxis protein CtpH,,,NP_744269.1 ; NP_744269.1,1668,555,60.3,5.42,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825594,PP_t62,tRNA,2420624,2420700,-,,,,,,,77,,,,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825596,PP_2121,CDS,2420781,2421002,-,,,lipoprotein,,,NP_744270.1 ; NP_744270.1,222,73,8.1,5.27,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825598,PP_2122,CDS,2421190,2421729,+,moaB-I,,molybdenum cofactor biosynthesis protein B,,,NP_744271.1 ; NP_744271.1,540,179,19.1,5.87,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825600,PP_2123,CDS,2421713,2422939,+,moeA,,molybdenum::molybdopterin ligase,,,NP_744272.1 ; NP_744272.1,1227,408,44.0,5.32,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825602,PP_2124,CDS,2422928,2424175,-,,,glycosyl transferase,,,NP_744273.1 ; NP_744273.1,1248,415,47.4,9.04,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825604,PP_2125,CDS,2424390,2425319,+,yegS,,lipid kinase,,,NP_744274.3 ; NP_744274.3,930,309,31868.0,4.62,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825606,PP_2126,CDS,2425303,2425962,-,,,LuxR family transcriptional regulator,,,NP_744275.1 ; NP_744275.1,660,219,23.9,7.13,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825608,PP_2127,CDS,2425952,2426893,-,,,sensor histidine kinase,,,NP_744276.1 ; NP_744276.1,942,313,34.1,9.20,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825610,PP_5503,CDS,2427215,2427727,-,,,CheA signal transduction histidine kinase,,,YP_009236980.1 ; YP_009236980.1,513,170,18354.6,4.40,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825612,PP_2128,CDS,2428076,2429011,+,,,CheV-like chemotaxis protein,,,NP_744277.1 ; NP_744277.1,936,311,34.6,6.14,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825614,PP_2129,CDS,2429067,2429870,+,,,hypothetical protein,,,NP_744278.1 ; NP_744278.1,804,267,29.6,5.70,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825616,PP_2130,CDS,2429983,2431956,-,,,lytic transglycosylase,,,NP_744279.1 ; NP_744279.1,1974,657,75.3,9.87,Periplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825618,PP_2131,CDS,2432129,2434057,+,uup,,ABC transporter ATP-binding protein,,,NP_744280.1 ; NP_744280.1,1929,642,71.4,5.29,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825620,PP_2132,CDS,2434165,2434605,-,,,universal stress protein,,,NP_744281.1 ; NP_744281.1,441,146,16.2,6.14,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825622,PP_2133,CDS,2434689,2435153,+,,,hypothetical protein,,,NP_744282.1 ; NP_744282.1,465,154,18.0,9.19,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825624,PP_2134,CDS,2435457,2436422,+,,,transposase,,,NP_744283.1 ; NP_744283.1,966,321,35.4,10.37,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825626,PP_2136,CDS,2437081,2439228,+,fadB,,enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase,,,NP_744285.1 ; NP_744285.1,2148,715,77.4,5.81,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825628,PP_2137,CDS,2439260,2440435,+,pcaF-II,,beta-ketoadipyl-CoA thiolase subunit beta,,,NP_744286.1 ; NP_744286.1,1176,391,41.6,6.53,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825630,PP_2138,CDS,2440511,2440762,+,,,hypothetical protein,,,NP_744287.1 ; NP_744287.1,252,83,9.7,5.51,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825632,PP_2139,CDS,2440863,2443472,+,topA,,DNA topoisomerase I,,,NP_744288.1 ; NP_744288.1,2610,869,97.2,8.13,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825634,PP_2140,CDS,2443485,2444078,+,,,hypothetical protein,,,NP_744289.1 ; NP_744289.1,594,197,22.0,4.69,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825636,PP_2141,CDS,2444129,2444362,+,,,hypothetical protein,,,NP_744290.1 ; NP_744290.1,234,77,8.6,4.54,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825638,PP_2142,CDS,2444413,2444889,-,sulA,,cell division inhibitor SulA,,,NP_744291.1 ; NP_744291.1,477,158,17.3,7.90,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825640,PP_2143,CDS,2444903,2445511,-,lexA-I,,transcriptional repressor,,,NP_744292.1 ; NP_744292.1,609,202,22.1,6.24,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825642,PP_2144,CDS,2445727,2446434,+,,,TetR family transcriptional regulator,,,NP_744293.1 ; NP_744293.1,708,235,26.2,9.33,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825644,PP_2145,CDS,2446612,2447622,+,nagZ,,beta-N-acetylglucosaminidase,,,NP_744294.1 ; NP_744294.1,1011,336,36.5,5.92,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825646,PP_2146,CDS,2447765,2451082,-,,,SNF2/RAD54 family helicase,,,NP_744295.2 ; NP_744295.2,3318,1105,124596.8,6.76,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825648,PP_2147,CDS,2451087,2451659,-,,,hypothetical protein,,,NP_744296.1 ; NP_744296.1,573,190,20.8,4.79,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825650,PP_2148,CDS,2451669,2455118,-,mfd,,transcription-repair coupling factor,,,NP_744297.1 ; NP_744297.1,3450,1149,128.3,5.62,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825652,PP_2149,CDS,2455286,2456749,+,gapB,,glyceraldehyde-3-phosphate dehydrogenase,,,NP_744298.1 ; NP_744298.1,1464,487,53.0,7.23,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825654,PP_2150,CDS,2456930,2457928,+,,,thiamine biosynthesis lipoprotein,,,NP_744299.1 ; NP_744299.1,999,332,36.2,6.26,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825656,PP_2151,CDS,2458133,2459527,+,sthA,,pyridine nucleotide transhydrogenase,,,NP_744300.1 ; NP_744300.1,1395,464,50.9,7.22,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825658,PP_2152,CDS,2459576,2460292,-,ugpQ,,glycerophosphoryl diester phosphodiesterase,,,NP_744301.1 ; NP_744301.1,717,238,26.3,7.08,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825660,PP_2153,CDS,2460324,2460803,-,,,hypothetical protein,,,NP_744302.2 ; NP_744302.2,480,159,17797.3,6.68,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825662,PP_2154,CDS,2461002,2462252,+,lolC,,lipoprotein releasing system transmembrane protein LolC,,,NP_744303.1 ; NP_744303.1,1251,416,45.7,9.25,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825664,PP_2155,CDS,2462245,2462943,+,lolD,,lipoprotein-releasing system ATP-binding protein LolD,,,NP_744304.1 ; NP_744304.1,699,232,25.3,6.72,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825666,PP_2156,CDS,2463004,2464245,+,lolE,,lipoprotein releasing system permease,,,NP_744305.1 ; NP_744305.1,1242,413,44.2,9.12,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825668,PP_2157,CDS,2464285,2465637,-,,,sensor histidine kinase,,,NP_744306.1 ; NP_744306.1,1353,450,49.2,6.06,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825670,PP_2158,CDS,2465634,2466314,-,copR-I,,transcriptional regulator,,,NP_744307.1 ; NP_744307.1,681,226,25.4,5.23,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825672,PP_2159,CDS,2466515,2467042,+,,,plastocyanin/azurin family copper-binding protein,,,NP_744308.1 ; NP_744308.1,528,175,18.9,6.40,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825674,PP_2160,CDS,2467111,2467941,+,queF,,NADPH-dependent 7-cyano-7-deazaguanine reductase,,,NP_744309.1 ; NP_744309.1,831,276,30.7,6.07,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825676,PP_2161,CDS,2467973,2468236,-,,,hypothetical protein,,,NP_744310.1 ; NP_744310.1,264,87,9.8,4.54,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825678,PP_2162,CDS,2468359,2468922,-,,,phosphonoacetaldehyde phosphonohydrolase-like protein,,,NP_744311.1 ; NP_744311.1,564,187,20.0,6.17,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825680,PP_2163,CDS,2469124,2469831,+,vacJ,,lipoprotein VacJ,,,NP_744312.1 ; NP_744312.1,708,235,26.1,5.43,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825682,PP_2164,CDS,2469866,2470165,-,,,hypothetical protein,,,NP_744313.1 ; NP_744313.1,300,99,10.9,6.27,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825684,PP_2165,CDS,2470436,2471617,+,,,two-component system response regulator,,,NP_744314.1 ; NP_744314.1,1182,393,43.4,4.91,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825686,PP_2166,CDS,2471614,2472096,+,,,anti-anti-sigma factor,,,NP_744315.1 ; NP_744315.1,483,160,17.6,4.74,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825688,PP_2167,CDS,2472245,2474095,-,,,PhoD-like phosphatase,,,NP_744316.1 ; NP_744316.1,1851,616,69.5,6.29,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825690,PP_2168,CDS,2474275,2475201,-,tal,,transaldolase,,,NP_744317.1 ; NP_744317.1,927,308,33.6,5.24,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825692,PP_2169,CDS,2475358,2476368,-,dusA,,tRNA dihydrouridine synthase DusA,,,NP_744318.1 ; NP_744318.1,1011,336,37.1,6.24,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825694,PP_2170,CDS,2476466,2477164,+,,,chorismate mutase family protein,,,NP_744319.1 ; NP_744319.1,699,232,25.8,10.46,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825696,PP_2171,CDS,2477210,2477836,-,,,LysE family transporter,,,NP_744320.1 ; NP_744320.1,627,208,21.9,11.24,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825698,PP_2172,CDS,2478304,2478747,+,,,hypothetical protein,,,NP_744321.1 ; NP_744321.1,444,147,13.7,10.42,Extracellular [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825700,PP_2173,CDS,2479192,2480061,-,,,AraC family transcriptional regulator,,,NP_744322.1 ; NP_744322.1,870,289,32.7,7.47,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825702,PP_2174,CDS,2480168,2480560,-,,,hypothetical protein,,,NP_744323.1 ; NP_744323.1,393,130,14.1,8.41,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825704,PP_2175,CDS,2480642,2481346,-,,,3-oxoacyl-ACP reductase,,,NP_744324.1 ; NP_744324.1,705,234,24.8,6.16,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825706,PP_2176,CDS,2481446,2482375,-,,,"transcriptional regulator, LysR family",,,NP_744325.2 ; NP_744325.2,930,309,33904.4,9.59,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825708,PP_2177,CDS,2482553,2483107,+,,,transcriptional regulator,,,NP_744326.1 ; NP_744326.1,555,184,20.5,5.09,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825710,PP_2178,CDS,2483135,2484481,+,puuA-I,,glutamate-putrescine ligase,,,NP_744327.1 ; NP_744327.1,1347,448,50.0,5.80,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825712,PP_2179,CDS,2484566,2485339,+,spuA,,glutamine amidotransferase,,,NP_744328.1 ; NP_744328.1,774,257,27.6,5.97,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825714,PP_2180,CDS,2485409,2486767,+,spuC-I,,polyamine:pyruvate transaminase,,,NP_744329.1 ; NP_744329.1,1359,452,49.6,5.64,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825716,PP_2181,CDS,2486951,2487505,+,,,Cro/CI family transcriptional regulator,,,NP_744330.1 ; NP_744330.1,555,184,20.5,5.36,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825718,PP_2182,CDS,2487629,2488144,+,,,hypothetical protein,,,NP_744331.1 ; NP_744331.1,516,171,18.8,10.16,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38825720,PP_2183,CDS,2488546,2489028,+,,,formate dehydrogenase subunit gamma,,,NP_744332.1 ; NP_744332.1,483,160,17.4,5.70,
